sourcedId,status,dateLastModified,title,grades,courseSourcedId,classCode,classType,location,schoolSourcedId,termSourcedIds,subjects,subjectCodes,periods
454799.003.3.4,,,PhyEd II TeamSp,"09,10,11,12",454799,3,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454799.004.3.4,,,PhyEd II TeamSp,"09,10,11,12",454799,4,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454807.001.1.2,,,PE Sub Marching Band,"09,10,11,12",454807,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454808.001.1.2,,,Soccer 1 YR B,"09,10,11,12",454808,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454809.001.3.4,,,Soccer 1 YR B,"09,10,11,12",454809,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454810.001.1.2,,,Soccer 2 YR B,"10,11,12",454810,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454811.001.3.4,,,Soccer 2 YR B,"10,11,12",454811,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454812.001.1.2,,,Soccer 3 YR B,"11,12",454812,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454813.001.3.4,,,Soccer 3 YR B,"11,12",454813,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454814.001.1.2,,,Soccer 4 YR B,12,454814,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454815.001.3.4,,,Soccer 4 YR B,12,454815,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454816.001.1.2,,,Soccer 1 YR G,"09,10,11,12",454816,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454817.001.3.4,,,Soccer 1 YR G,"09,10,11,12",454817,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454818.001.1.2,,,Soccer 2 YR G,"10,11,12",454818,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454819.001.3.4,,,Soccer 2 YR G,"10,11,12",454819,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454820.001.1.2,,,Soccer 3 YR G,"11,12",454820,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454821.001.3.4,,,Soccer 3 YR G,"11,12",454821,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454822.001.1.2,,,Soccer 4 YR G,12,454822,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454823.001.3.4,,,Soccer 4 YR G,12,454823,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454824.001.1.2,,,Track 1 YR B,"09,10,11,12",454824,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454825.001.3.4,,,Track 1 YR B,"09,10,11,12",454825,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454827.001.3.4,,,Track 2 YR B,"10,11,12",454827,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454828.001.1.2,,,Track 3 YR B,"11,12",454828,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454829.001.3.4,,,Track 3 YR B,"11,12",454829,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454830.001.3.4,,,Track 4 YR B,12,454830,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454831.001.1.2,,,Track 1 YR G,"09,10,11,12",454831,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454832.001.3.4,,,Track 1 YR G,"09,10,11,12",454832,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454833.001.1.2,,,Track 2 YR G,"10,11,12",454833,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454834.001.3.4,,,Track 2 YR G,"10,11,12",454834,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454835.001.1.2,,,Track 3 YR G,"11,12",454835,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454836.001.3.4,,,Track 3 YR G,"11,12",454836,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454839.001.1.2,,,Baseball 1 YR,"09,10,11,12",454839,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454840.001.3.4,,,Baseball 1 YR,"09,10,11,12",454840,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454841.001.1.2,,,Baseball 2 YR,"10,11,12",454841,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454842.001.3.4,,,Baseball 2 YR,"10,11,12",454842,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454843.001.1.2,,,Baseball 3 YR,"11,12",454843,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454844.001.3.4,,,Baseball 3 YR,"11,12",454844,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454845.001.1.2,,,Baseball 4 YR,12,454845,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454846.001.3.4,,,Baseball 4 YR,12,454846,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454847.001.1.2,,,Softball 1 YR,"09,10,11,12",454847,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454848.002.3.4,,,Softball 1 YR,"09,10,11,12",454848,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454849.002.1.2,,,Softball 2 YR,"10,11,12",454849,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454850.002.3.4,,,Softball 2 YR,"10,11,12",454850,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454851.001.1.2,,,Softball 3 YR,"11,12",454851,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454854.001.1.2,,,Volleyball 1 YR,"09,10,11,12",454854,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454855.001.3.4,,,Volleyball 1 YR,"09,10,11,12",454855,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454856.001.1.2,,,Volleyball 2 YR,"10,11,12",454856,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454857.001.3.4,,,Volleyball 2 YR,"10,11,12",454857,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454858.001.1.2,,,Volleyball 3 YR,"11,12",454858,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454859.001.3.4,,,Volleyball 3 YR,"11,12",454859,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454860.001.1.2,,,Volleyball 4 YR,12,454860,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454861.001.1.2,,,Swim 1 YR B PM,"09,10,11,12",454861,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454862.001.3.4,,,Swim 1 YR B PM,"09,10,11,12",454862,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454863.001.1.2,,,Swim 2 YR B PM,"10,11,12",454863,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454864.001.3.4,,,Swim 2 YR B PM,"10,11,12",454864,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454865.001.1.4,,,JROTC I,"09,10,11,12",454865,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.002.1.4,,,JROTC I,"09,10,11,12",454865,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.002.3.4,,,JROTC I,"09,10,11,12",454865,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454865.003.1.4,,,JROTC I,"09,10,11,12",454865,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.003.3.4,,,JROTC I,"09,10,11,12",454865,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454865.004.1.2,,,JROTC I,"09,10,11,12",454865,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454865.004.1.4,,,JROTC I,"09,10,11,12",454865,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.004.3.4,,,JROTC I,"09,10,11,12",454865,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454865.005.1.4,,,JROTC I,"09,10,11,12",454865,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.006.1.2,,,JROTC I,"09,10,11,12",454865,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454865.006.1.4,,,JROTC I,"09,10,11,12",454865,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.007.1.4,,,JROTC I,"09,10,11,12",454865,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.008.1.4,,,JROTC I,"09,10,11,12",454865,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.012.1.2,,,JROTC I,"09,10,11,12",454865,12,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454865.012.1.4,,,JROTC I,"09,10,11,12",454865,12,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454865.012.3.4,,,JROTC I,"09,10,11,12",454865,12,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454866.001.1.4,,,JROTC II,"10,11,12",454866,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.002.1.4,,,JROTC II,"10,11,12",454866,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.003.1.4,,,JROTC II,"10,11,12",454866,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.004.1.4,,,JROTC II,"10,11,12",454866,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.004.3.4,,,JROTC II,"10,11,12",454866,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454866.009.1.4,,,JROTC II,"10,11,12",454866,9,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.009.3.4,,,JROTC II,"10,11,12",454866,9,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454866.011.1.4,,,JROTC II,"10,11,12",454866,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.012.1.4,,,JROTC II,"10,11,12",454866,12,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454866.012.3.4,,,JROTC II,"10,11,12",454866,12,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454867.001.1.4,,,JROTC III,"11,12",454867,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.001.3.4,,,JROTC III,"11,12",454867,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454867.002.1.4,,,JROTC III,"11,12",454867,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.003.1.4,,,JROTC III,"11,12",454867,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.004.1.4,,,JROTC III,"11,12",454867,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.005.1.2,,,JROTC III,"11,12",454867,5,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454867.005.1.4,,,JROTC III,"11,12",454867,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.006.1.4,,,JROTC III,"11,12",454867,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.007.1.4,,,JROTC III,"11,12",454867,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.008.1.4,,,JROTC III,"11,12",454867,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454867.011.1.4,,,JROTC III,"11,12",454867,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454868.001.1.4,,,JROTC IV,12,454868,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454868.002.1.4,,,JROTC IV,12,454868,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454868.003.1.4,,,JROTC IV,12,454868,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454868.005.1.4,,,JROTC IV,12,454868,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454868.006.1.4,,,JROTC IV,12,454868,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454869.001.1.2,,,Env Sys,"11,12",454869,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454869.001.1.4,,,Env Sys,"11,12",454869,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.001.1.4,,,AquaSci,"10,11,12",454870,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.002.1.2,,,AquaSci,"10,11,12",454870,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454870.002.1.4,,,AquaSci,"10,11,12",454870,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.003.1.2,,,AquaSci,"10,11,12",454870,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454870.003.1.4,,,AquaSci,"10,11,12",454870,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.005.1.4,,,AquaSci,"10,11,12",454870,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.005.3.4,,,AquaSci,"10,11,12",454870,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454870.006.1.4,,,AquaSci,"10,11,12",454870,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.006.3.4,,,AquaSci,"10,11,12",454870,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454870.007.1.2,,,AquaSci,"10,11,12",454870,7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454870.007.1.4,,,AquaSci,"10,11,12",454870,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.I01.1.4,,,AquaSci,"10,11,12",454870,I01,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.I02.1.2,,,AquaSci,"10,11,12",454870,I02,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454870.I02.1.4,,,AquaSci,"10,11,12",454870,I02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454870.I02.3.4,,,AquaSci,"10,11,12",454870,I02,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454871.002.1.4,,,Aquatic Sci IN,"10,11,12",454871,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454871.I02.1.4,,,Aquatic Sci IN,"10,11,12",454871,I02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454872.001.1.4,,,Astronomy,"09,10,11,12",454872,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454873.002.1.2,,,InPhysChem,"09,10,11,12",454873,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454873.002.1.4,,,InPhysChem,"09,10,11,12",454873,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454873.002.3.4,,,InPhysChem,"09,10,11,12",454873,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454873.003.1.4,,,InPhysChem,"09,10,11,12",454873,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454873.003.3.4,,,InPhysChem,"09,10,11,12",454873,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454873.I01.1.2,,,InPhysChem,"09,10,11,12",454873,I01,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454873.I01.1.4,,,InPhysChem,"09,10,11,12",454873,I01,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454873.I01.3.4,,,InPhysChem,"09,10,11,12",454873,I01,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454875.I01.1.4,,,IPC IN,"09,10,11,12",454875,I01,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454875.I01.3.4,,,IPC IN,"09,10,11,12",454875,I01,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454875.I02.1.4,,,IPC IN,"09,10,11,12",454875,I02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454875.I03.1.4,,,IPC IN,"09,10,11,12",454875,I03,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454875.I03.3.4,,,IPC IN,"09,10,11,12",454875,I03,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454876.001.1.4,,,Biology PreAP,"09,10",454876,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454876.001.3.4,,,Biology PreAP,"09,10",454876,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454876.PT1.1.4,,,Biology PreAP,"09,10",454876,PT1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454876.PT1.3.4,,,Biology PreAP,"09,10",454876,PT1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454876.PT2.1.4,,,Biology PreAP,"09,10",454876,PT2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454876.PT2.3.4,,,Biology PreAP,"09,10",454876,PT2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454876.PT3.1.4,,,Biology PreAP,"09,10",454876,PT3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454876.PT3.3.4,,,Biology PreAP,"09,10",454876,PT3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454876.PT4.1.4,,,Biology PreAP,"09,10",454876,PT4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454876.PT5.1.4,,,Biology PreAP,"09,10",454876,PT5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454876.PT5.3.4,,,Biology PreAP,"09,10",454876,PT5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.001.1.4,,,Biology,"09,10,11,12",454877,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.001.3.4,,,Biology,"09,10,11,12",454877,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.002.1.4,,,Biology,"09,10,11,12",454877,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.002.3.4,,,Biology,"09,10,11,12",454877,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.003.1.2,,,Biology,"09,10,11,12",454877,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454877.003.1.4,,,Biology,"09,10,11,12",454877,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.003.3.4,,,Biology,"09,10,11,12",454877,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.004.1.2,,,Biology,"09,10,11,12",454877,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454877.004.1.4,,,Biology,"09,10,11,12",454877,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.004.3.4,,,Biology,"09,10,11,12",454877,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.005.1.2,,,Biology,"09,10,11,12",454877,5,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454877.005.1.4,,,Biology,"09,10,11,12",454877,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.005.3.4,,,Biology,"09,10,11,12",454877,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.006.1.4,,,Biology,"09,10,11,12",454877,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.006.3.4,,,Biology,"09,10,11,12",454877,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.008.1.4,,,Biology,"09,10,11,12",454877,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.008.3.4,,,Biology,"09,10,11,12",454877,8,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.009.1.4,,,Biology,"09,10,11,12",454877,9,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.009.3.4,,,Biology,"09,10,11,12",454877,9,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.010.1.2,,,Biology,"09,10,11,12",454877,10,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454877.010.1.4,,,Biology,"09,10,11,12",454877,10,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.011.1.2,,,Biology,"09,10,11,12",454877,11,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454877.011.1.4,,,Biology,"09,10,11,12",454877,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.I01.1.4,,,Biology,"09,10,11,12",454877,I01,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.I01.3.4,,,Biology,"09,10,11,12",454877,I01,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.I02.1.4,,,Biology,"09,10,11,12",454877,I02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.I02.3.4,,,Biology,"09,10,11,12",454877,I02,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454877.I03.1.4,,,Biology,"09,10,11,12",454877,I03,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454877.I03.3.4,,,Biology,"09,10,11,12",454877,I03,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454878.003.1.4,,,Biology IN,"09,10,11,12",454878,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454878.004.1.4,,,Biology IN,"09,10,11,12",454878,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454878.0S7.1.2,,,Biology IN,"09,10,11,12",454878,0S7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454878.0s7.1.4,,,Biology IN,"09,10,11,12",454878,0s7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454878.I02.1.4,,,Biology IN,"09,10,11,12",454878,I02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454878.I02.3.4,,,Biology IN,"09,10,11,12",454878,I02,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454878.I03.1.4,,,Biology IN,"09,10,11,12",454878,I03,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454878.IS6.1.4,,,Biology IN,"09,10,11,12",454878,IS6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454879.001.1.4,,,Chem PreAP,"09,10,11,12",454879,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454879.002.1.4,,,Chem PreAP,"09,10,11,12",454879,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.001.1.4,,,Chem I,"09,10,11,12",454880,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.001.3.4,,,Chem I,"09,10,11,12",454880,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.002.1.4,,,Chem I,"09,10,11,12",454880,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.002.3.4,,,Chem I,"09,10,11,12",454880,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.004.1.4,,,Chem I,"09,10,11,12",454880,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.005.1.4,,,Chem I,"09,10,11,12",454880,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.005.3.4,,,Chem I,"09,10,11,12",454880,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.006.1.2,,,Chem I,"09,10,11,12",454880,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454880.006.1.4,,,Chem I,"09,10,11,12",454880,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.007.1.4,,,Chem I,"09,10,11,12",454880,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.007.3.4,,,Chem I,"09,10,11,12",454880,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.009.1.4,,,Chem I,"09,10,11,12",454880,9,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.I01.1.4,,,Chem I,"09,10,11,12",454880,I01,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.I01.3.4,,,Chem I,"09,10,11,12",454880,I01,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.L02.1.4,,,Chem I,"09,10,11,12",454880,L02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.L02.3.4,,,Chem I,"09,10,11,12",454880,L02,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.L03.1.4,,,Chem I,"09,10,11,12",454880,L03,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454880.L03.3.4,,,Chem I,"09,10,11,12",454880,L03,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454880.L04.1.4,,,Chem I,"09,10,11,12",454880,L04,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454881.L01.1.4,,,Chemistry IN,"10,11,12",454881,L01,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454881.L02.1.4,,,Chemistry IN,"10,11,12",454881,L02,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454881.L03.1.4,,,Chemistry IN,"10,11,12",454881,L03,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454881.L04.1.4,,,Chemistry IN,"10,11,12",454881,L04,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.001.1.4,,,Physics,"09,10,11,12",454882,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.002.1.2,,,Physics,"09,10,11,12",454882,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454882.002.1.4,,,Physics,"09,10,11,12",454882,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.003.1.4,,,Physics,"09,10,11,12",454882,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.003.3.4,,,Physics,"09,10,11,12",454882,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454882.004.1.4,,,Physics,"09,10,11,12",454882,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.004.3.4,,,Physics,"09,10,11,12",454882,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454882.005.1.4,,,Physics,"09,10,11,12",454882,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.005.3.4,,,Physics,"09,10,11,12",454882,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454882.006.1.4,,,Physics,"09,10,11,12",454882,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.006.3.4,,,Physics,"09,10,11,12",454882,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454882.007.1.4,,,Physics,"09,10,11,12",454882,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.008.1.4,,,Physics,"09,10,11,12",454882,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454882.008.3.4,,,Physics,"09,10,11,12",454882,8,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454883.IS1.1.2,,,Physics IN,"09,10,11,12",454883,IS1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454884.001.1.2,,,AP-BIO A,"11,12",454884,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454885.001.3.4,,,AP-BIO B,"11,12",454885,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454886.001.1.4,,,AP-BIO LAB,"11,12",454886,1,scheduled,,79907002,2020.002.YH.YH.1.4,,,
454887.001.1.2,,,AP-CHEM A,"11,12",454887,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454888.001.3.4,,,AP-CHEM B,"11,12",454888,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454889.001.1.4,,,AP-CHEM LAB,"11,12",454889,1,scheduled,,79907002,2020.002.YH.YH.1.4,,,
454890.001.1.4,,,Earth/Space Sci,"10,11,12",454890,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454891.001.1.2,,,AP Physics I,"10,11,12",454891,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454891.001.1.4,,,AP Physics I,"10,11,12",454891,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454895.002.1.4,,,App Eng I,"09,10,11,12",454895,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454895.003.1.4,,,App Eng I,"09,10,11,12",454895,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454895.004.1.4,,,App Eng I,"09,10,11,12",454895,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454896.001.1.4,,,App Eng II,"09,10,11,12",454896,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454896.002.1.4,,,App Eng II,"09,10,11,12",454896,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454896.003.1.4,,,App Eng II,"09,10,11,12",454896,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454897.001.1.4,,,App Eng III,"09,10,11,12",454897,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454897.002.1.4,,,App Eng III,"09,10,11,12",454897,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454897.003.3.4,,,App Eng III,"09,10,11,12",454897,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
